24120.751640    0.02543	5220160115180221311828424284032847143401910084001018429 086503-0202910642a0666 
24120.760940    0.02640	5220160115181545511749924304577447914101910071000738999 086490-0213010642a0780 
24120.770060    0.00371	5220160115182853515900724284625549446001910060001272410 086504-0213010642a0628 
24120.777240    0.03522	5220160115183913360533324286978420439201910052001187999 086525-0243110642a0673 
24120.787230    0.01912	5220160115185336370414824302311897155301910079001592999 086521-0253210642a0680 
24120.795730    0.01869	5220160115190551430187024327064672407401910097001355276 086528-0303710642a0665 
24120.803520    0.03005	5220160115191703773398724349430499058101910064001133999 086508-0323610642a0657 
24120.813310    0.03478	5220160115193110244234624334149460454001910029001361164 086477-0323510642a0639 
24120.821280    0.03122	5220160115194238334447624340228213395201910021000970999 086478-0323210642a0649 
24120.830560    0.03137	5220160115195600411940724358309656380301910055001765999 086469-0313210642a0642 
24126.931810    0.03463	5220160121222148638192624886184526760301910090002614030 087850-0049110642a0787 
24126.940250    0.01753	5220160121223357553042524890336403214301910220002397122 087871-0019110642a0687 
24126.949240    0.08333	5220160121224654679324324896069931293001910083001963067 087871-0029110642a0667 
24126.957920    0.11754	5220160121225924705180224905279884751201910082001623066 087878-0039110642a0674 
24126.970320    0.02549	5220160121231715455971224911262045380301910126002410055 087900-0039110642a0742 
24126.988000    0.03621	5220160121234242912413424927879382010301910095002487090 087904-0039110642a0418 
24128.875990   -0.00419	5220160123210125489533125392859360589301910052003326012 088650+0324510642a0685 
24128.883430    0.05548	5220160123211207966609725386801349791301910038003057008 088665+0364410642a0512 
24128.892960    0.03514	5220160123212551426117025379767620932301910053003394013 088667+0384310642a0650 
24128.902060   -0.01861	5220160123213858396996425373840663749301910043003475007 088667+0324610642a0648 
24128.910810    0.09830	5220160123215133865165825368906735023301910048003330010 088682+0324510642a0666 
24128.920190    0.03223	5220160123220504025787725364462459054301910062002785019 088678+0354510642a0686 
24128.927950    0.04047	5220160123221614844621125361461989928301910061002794015 088694+0364210642a0677 
24128.940230    0.02549	5220160123223355971372925358002079694301910069002885022 088717+0364210642a0678 
24128.948960    0.01821	5220160123224629890460225356519800901301910073002518025 088726+0374110642a0665 
24128.958470    0.03554	5220160123230011760483625355842425391301910074002966027 088730+0384110642a0662 
24130.910130    0.04231	5220160125215035400760125970275366109301910070002961029 088578+0477510642a0664 
24130.918870    0.04272	5220160125220310748131225960531551052301910062002397028 088571+0517510642a0597 
24130.928000    0.03946	5220160125221618923449525950994940328301910108001949071 088577+0567310642a0659 
24130.936240    0.02047	5220160125222811088571025942962983369301910079002319039 088578+0576410642a0639 
24130.948650    0.02917	5220160125224603173104725931978669653301910066002579028 088579+0447210642a0600 
24130.956200    0.01581	5220160125225655687924025925975464047301910107002748043 088578+0407510642a0741 
24131.074570    0.02973	5220160126014722475916425909777332721301910056002581026 088510+0406810642a0609 
24131.082390    0.02467	5220160126015838262097225914206918733301910087002246040 088515+0356910642a0698 
24131.091080    0.00350	5220160126021109327153425919931092100301910087002667032 088502+0377010642a0782 
24131.101780    0.01872	5220160126022634198792725928124229350301910047002489020 088498+0456710642a0688 
24131.109590    0.02646	5220160126023748744521425934883808313301910038003189011 088489+0486110642a0700 
24131.893420    0.00405	5220160126212631851802426293118739456301910019002952016 088471+0953910642a0367 
24131.900520    0.02071	5220160126213645078138826282771471696301910026002656020 088465+0934010642a0354 
24131.914850    0.01299	5220160126215722864341426262661717061301910038003290017 088466+0913910642a0574 
24131.928940    0.00712	5220160126221740800752126244033869161301910079002379060 088469+0904010642a0595 
24131.948190    0.02421	5220160126224523738141926220756789226301910054002384031 088460+0943910642a0640 
24131.964650    0.01488	5220160126230906127584226203090208347301910077002156046 088464+0924310642a0714 
24131.976920    0.00941	5220160126232646088338026191412452526301910065002162043 088453+0934310642a0601 
24131.992530    0.00592	5220160126234914407594826178539562611301910095002045052 088442+0924410642a0676 
24131.997140    0.05710	5220160126235552612086726171700401251001910016001537073 088434+0934510642a0204 
24132.005450   -0.00428	5220160127000750498114426169664223373301910071002370040 088428+0934510642a0649 
24132.012720    0.02183	5220160127001818624576826161972836407001910020001523042 088428+0954410642a0462 
24132.020180   -0.01063	5220160127002903120511126161616114770301910071001919043 088419+0944410642a0623 
24132.040110   -0.03656	5220160127005745352222126154401203661301910059002876031 088403+0974210642a0602 
24132.047560    0.04303	5220160127010828872005526149498460425001910048001378076 088402+0974210642a0589 
24132.055150    0.00984	5220160127011924685712626151856622623301910040002299024 088394+0974010642a0561 
24132.061560    0.03408	5220160127012839203440826148267238856001910015002133026 088392+0983910642a0395 
24132.069030   -0.02631	5220160127013924529936926151774084491301910037003400013 088383+0973910642a0529 
24132.994370   -0.02813	5220160127235153936039826424388187284301910048002661025 088342+0725610642a0670 
24133.004430    0.01083	5220160128000622552150226414123465205301910160001778101 088328+0745510642a0666 
24133.014180    0.01806	5220160128002025281929026405032430336301910334001469217 088314+0745410642a0688 
24133.022370    0.03693	5220160128003212452995826394108230518001910025001655040 088308+0745410642a0636 
24133.147320    0.01152	5220160128033208724876026381440243761301910068002091037 088250+0686010642a0642 
24133.155930   -0.00390	5220160128034432730822226386801915927301910076002135045 088250+0686110642a0660 
24133.167180   -0.01956	5220160128040043935948926395040158579301910058002612031 088239+0676110642a0683 
24133.176900    0.07306	5220160128041444571685226398598470467201910073001399059 088234+0695910642a0679 
24133.184710    0.04204	5220160128042558700216326407200415693001910049001318097 088234+0705910642a0604 
24133.207560   -0.03415	5220160128045852993356026435700909217301910029002314013 088238+0755510642a0628 
24133.218550   -0.00141	5220160128051443151355126449585939518301910030002434014 088241+0725610642a0681 
24134.006740    0.02544	5220160129000942072893026609460722400301910036001701052 088384+0387710642a0666 
24134.151730   -0.02680	5220160129033829877121726526480876038301910026003056026 088282+0506710642a0681 
24134.158820   -0.01260	5220160129034841892202526528330650326301910023002645017 088273+0496610642a0624 
24151.667260    0.01011	5220160215160051456853124517032532233301910019002322029 086103+0467310642a0839 
24151.678300    0.00810	5220160215161645060347724510790580580301910022002808044 086134+0437410642a0612 
24151.701660    0.03138	5220160215165023555928924501678310968301910032002327181 086196+0367410642a0627 
24151.710890    0.05110	5220160215170341030641424510336657956401910057001430076 086223+0317510642a0652 
24151.717570    0.03193	5220160215171317898657624530056243549101910028001239982 086260+0267610642a0650 
24151.738090    0.01999	5220160215174251203092424499101992681301910027002874174 086323+0207810642a0655 
24151.751460    0.03366	5220160215180206132168224501806616045301910044001975527 086367+0207910642a0655 
24151.759710    0.04778	5220160215181359084342624515275159009401910030001963045 086395+0198010642a0644 
24151.770820    0.03254	5220160215182959099312124509214783412301910053002332745 086414+0187910642a0726 
24151.842450    0.04500	5220160215201307482719224571101194569301910051002038595 086551+0227910642a0656 
24151.849840    0.02255	5220160215202346532401824611205189943101910035001037999 086563+0217810642a0708 
24151.878380    0.13268	5220160215210451984531224620457442444301910007003343035 086584+0177710642a0670 
24151.890980    0.13053	5220160215212300389274524640184436974301910005002416058 086611+0147710642a0581 
24151.968770    0.01941	5220160215231501317816124782047857498301910034002431198 086740+0227010642a0776 
24151.975650   -0.00225	5220160215232456294747724826289604557101910053001109999 086765+0237010642a0728 
24155.731700    0.03418	5220160219173338626237025559900001414301910038003204014 087219+0105210642a0790 
24155.741260    0.02984	5220160219174725106224325547911015927301910046002889015 087240+0065210642a0797 
24155.761040    0.01965	5220160219181554056742325525023767233301910048002830016 087252+0035210642a0706 
24155.777020    0.02288	5220160219183854364929125508634914475301910037003361009 087270-0005110642a0721 
24156.774840   -0.01086	5220160220183545783693925787272511742301910032003455012 087895+0455510642a0596 
24156.886370    0.03475	5220160220211622254558025698246987482301910053002543022 087916+0775310642a0660 
24156.894720    0.04033	5220160220212824151734425696444584220301910062002202032 087915+0825210642a0678 
24156.902640    0.12226	5220160220213947984677325697785300315201910026002315015 087920+0855210642a0612 
24156.911750    0.03215	5220160220215254814932125695131221898301910045002890019 087898+0935010642a0654 
24156.928840    0.00527	5220160220221731567237425697041580639301910062002940022 087894+0954910642a0603 
24156.936440    0.11287	5220160220222828671512825701177730211201910030001991014 087879+0944910642a0633 
24156.951340    0.02999	5220160220224955908866025704526581702301910043002800014 087879+1004710642a0639 
24156.959200    0.07882	5220160220230114912945625710635884617201910028002476011 087895+1074510642a0636 
24157.010070   -0.01350	5220160221001429824715225750032370779301910038003361016 087894+1154110642a0623 
24157.871830   -0.05338	5220160221205526069870425952442972246301910041003331016 087951+1273110642a0646 
24157.881720    0.02243	5220160221210940315144325945328937689301910049003215017 087957+1282810642a0647 
24157.902720    0.03831	5220160221213954824956625933455146195301910046002658018 087971+1223310642a0654 
24157.912630    0.02121	5220160221215411571802625929441754617301910044002816016 087978+1233710642a0683 
24160.169020    0.05590	5220160224040323285573726472448757994301910039002628012 086872+0555410642a0691 
24167.297470   -0.01695	5220160302070821426174926109717271682301910014002414029 086847+0405110642a0698 
24167.310760    0.07354	5220160302072729354738326114450772321301910030002840069 086834+0474910642a0645 
24167.319750    0.03650	5220160302074026016890526138274404129401910015002028056 086834+0564610642a0536 
24167.344850    0.04279	5220160302081635227130526154117457444401910029001681066 086840+0614710642a0647 
24167.359860    0.05871	5220160302083811814194926166245821870401910042001426212 086836+0704510642a0669 
24167.367970    0.04675	5220160302084952226345226178040580092101910030001999044 086830+0694510642a0694 
24169.195770    0.04150	5220160304044154443694125477906420009301910054003083999 086104+0003210642a0543 
24169.212580    0.07234	5220160304050606806974625472507182268401910024001171999 086128+0023110642a0590 
24169.221670    0.01457	5220160304051912255994025422860914653201910035001441999 086142+0032710642a0582 
24169.227920    0.04907	5220160304052812320724325429273505534001910025001405999 086151+0042510642a0418 
24175.620550    0.00634	5220160310145335481541523597249310099301910075002417037 086575+0684910642a0657 
24175.659130    0.05623	5220160310154908939124623638359204043301910047002719025 086601+0595410642a0590 
24175.666160    0.03448	5220160310155915849043623662286200591401910081001315079 086614+0585410642a0731 
24175.693430    0.05554	5220160310163831998822823685768124401301910038003100014 086642+0525910642a0761 
24179.637870    0.05992	5220160314151831830424524394164748327301910081002518198 087490+0426510642a0620 
24179.644590    0.01535	5220160314152812202760024424833433709101910474001140999 087494+0416510642a0683 
24179.653460    0.06772	5220160314154058568302124399950670744401910276001194925 087491+0426610642a0684 
24179.661770    0.08586	5220160314155257161357624389285148356001910068001639294 087494+0456310642a0681 
24179.672060    0.09433	5220160314160745961733824394525909764201910128001798646 087498+0446510642a0705 
24179.681030    0.04935	5220160314162041326031424390295697063301910037002680169 087498+0466610642a0668 
24179.692350    0.02726	5220160314163659047600724425027032485101910042001281261 087501+0426610642a0642 
24179.803540    0.04705	5220160314191705537664124487683483075301910020002337952 087560+0167510642a0632 
24179.835670    0.00921	5220160314200321534248624536979375328301910020002365373 087570+0137310642a0235 
24179.840800    0.05218	5220160314201045019003524545586982827301910081002489999 087575+0137310642a0686 
24179.850030    0.01326	5220160314202402469190224593471656357101910074001226999 087578+0137310642a0665 
24179.859070    0.05103	5220160314203703949331924587651722138401910047001441231 087590+0147210642a0679 
24179.870770    0.04019	5220160314205354705225524599283012943301910009002319371 087601+0147310642a0528 
24179.898140    0.05854	5220160314213319361539324652518163290301910042002608999 087629+0127310642a0754 
24179.907850    0.07518	5220160314214718514529424676869109646201910030001683999 087630+0137410642a0805 
24179.931860    0.03365	5220160314222152468054224721738256794301910025002515999 087634+0177310642a0846 
24183.663200   -0.01295	5220160318155500866263525845546874419101910099001104834 087234+0616610642a0756 
24183.671680    0.00409	5220160318160713562566125799889681238301910099002931071 087234+0616610642a0786 
24183.740160   -0.01088	5220160318174549902083525760069960207101910025001003909 087246+0447310642a0674 
24183.752140   -0.00525	5220160318180304916485725716742979880301910065002690061 087254+0417410642a0651 
24183.763430   -0.02868	5220160318181920053670425709360762889301910037002504039 087265+0377410642a0718 
24183.782050   -0.02931	5220160318184609269077125699897339648301910023002447026 087266+0367510642a0639 
24183.791610    0.00489	5220160318185955410040425696407855570301910076002606067 087271+0367410642a0685 
24183.799430   -0.01995	5220160318191111169941225728239092606101910084000995999 087270+0357410642a0831 
24183.809080    0.05477	5220160318192504226671825696145310228201910021001916027 087272+0357510642a0608 
24183.822360    0.00325	5220160318194411581929825691765503767301910040002921023 087278+0357710642a0682 
24183.829860    0.03326	5220160318195459817239125689872556303001910022001721027 087280+0357710642a0591 
24183.839380    0.00348	5220160318200842205213125702711311704401910065001921057 087279+0357810642a0695 
24183.847850    0.06989	5220160318202053993487125699250900162201910038001790096 087288+0367710642a0601 
24183.856380   -0.00030	5220160318203311306908325698702785388301910040002824031 087286+0367510642a0641 
24183.865200   -0.01267	5220160318204553525681325736286682882101910033000974999 087290+0377310642a0518 
24183.884630   -0.02142	5220160318211352117796025714186889151301910036003112021 087301+0387010642a0650 
24183.898010   -0.00112	5220160318213307724376725733836184641401910041001915028 087301+0386810642a0702 
24183.910100   -0.00128	5220160318215032546468925735519365292301910061002988045 087301+0366710642a0662 
24183.921080   -0.01983	5220160318220621061089725780240171825101910065000993999 087294+0366710642a0720 
24183.929780    0.09149	5220160318221852760130825759828827497201910021002006035 087301+0366710642a0595 
24183.947750    0.00431	5220160318224445913219925779062975950301910062002919033 087298+0336710642a0882 
24184.708040   -0.01383	5220160319165934938864226062988183483301910036003085021 087284+0438810642a0648 
24184.805610   -0.01989	5220160319192004379362525966614808713301910029002595016 087315+0298910642a0622 
24184.812670   -0.01343	5220160319193015060518625996838994552101910031001066209 087332+0318910642a0638 
24184.823440   -0.00100	5220160319194545276968625958309757912301910087002362057 087326+0328910642a0688 
24184.843630    0.01336	5220160319201449519118725950012626669001910038002050036 087328+0318910642a0587 
24184.852910    0.04667	5220160319202811632035225953910722034201910022002247021 087327+0298910642a0638 
24184.887120   -0.05041	5220160319211727368419425956787977442301910030003021016 087317+0318910642a0662 
24186.943750   -0.02679	5220160321223859774623626368147371065301910058002948017 086740+0487610642a0796 
24186.952610   -0.01760	5220160321225145162071026370334045229301910067002567027 086729+0477710642a0688 
24189.973620   -0.02542	5220160324232200371991726726472462061301910042002474014 087040+0378210642a0698 
24189.981060    0.00187	5220160324233243719142426722372857154301910046002725018 087042+0388110642a0717 
24189.995080   -0.02329	5220160324235254788231226716309065845301910026003034009 087052+0398110642a0646 
24190.006450   -0.00943	5220160325000917540022326713004148556301910026003263011 087053+0398110642a0576 
24190.014610   -0.01220	5220160325002102605927626711536899571301910049002859027 087061+0388010642a0654 
24190.028490    0.01097	5220160325004101967093826710789949336301910075001557047 087065+0357910642a0669 
24190.036400    0.03586	5220160325005225330096326706651152516001910040001223044 087066+0357810642a0669 
24190.047610    0.01625	5220160325010833532277126713377415333301910065001953038 087065+0307710642a0678 
24190.056050    0.03598	5220160325012042334029626706217258622201910030001541020 087076+0287810642a0676 
24190.064200    0.00306	5220160325013227138949326719000969358301910062001715047 087075+0337810642a0657 
24190.072830    0.02966	5220160325014452148412326718581920857001910056001307072 087078+0337510642a0650 
24190.080690    0.05107	5220160325015611502583626717931459929201910022002111023 087082+0317610642a0342 
24190.088820   -0.00404	5220160325020753772542326733001771548301910059002182031 087090+0317710642a0708 
24190.922810    0.06034	5220160325220851160786326836445479569301910052002622021 087203+0209110642a0650 
24190.930480    0.01471	5220160325221953132680926826050273014301910074001845042 087208+0189210642a0661 
24190.964810    0.00689	5220160325230919804432726785466323013301910044002719019 087211+0179210642a0675 
24190.991650    0.02100	5220160325234758385797426761396634032301910063002015045 087203+0199210642a0626 
24191.019230    0.02720	5220160326002741138584126744420589591301910052002677024 087170+0209210642a0661 
24191.029620    0.02338	5220160326004239333122526735329948852001910022001757024 087173+0199210642a0674 
24191.037200    0.02142	5220160326005333846138326726189127299201910046002004031 087166+0219210642a0628 
24191.054260    0.01607	5220160326011808346451626734928770389301910123001795086 087165+0269210642a0675 
24191.063020    0.05664	5220160326013045359418626730014358589001910032001681031 087173+0299110642a0665 
24191.070870    0.03347	5220160326014202883630626723527050708201910040001632029 087176+0259110642a0661 
24191.124260    0.01989	5220160326025855875915726757297279033301910054001875056 087179+0329010642a0670 
24191.180940    0.01914	5220160326042033167752726812871791598301910048002439025 087225+0327610642a0605 
24191.188330    0.04447	5220160326043111372657426817956155000001910023001510036 087228+0297710642a0631 
24209.810590    0.05390	5220160413192715327442425090926396140301910033002927999 086669+0518210642a0756 
24209.821640    0.08463	5220160413194309715798425105858488980301910014002312484 086626+0518210642a0637 
24209.834220    0.03762	5220160413200116506065225124197068764301910020002508482 086628+0557610642a0694 
24209.845790    0.00128	5220160413201756491103525176287562579101910067001406999 086653+0577110642a0678 
24209.853590    0.06735	5220160413202910205128725160269911639201910009001778865 086663+0596810642a0485 
24209.899200    0.02898	5220160413213450514824025238286450337301910013002386413 086607+0606110642a0645 
24211.811010    0.09213	5220160415192751124817325773058549893301910012003596044 087136+0677510642a0673 
24211.821090    0.05219	5220160415194222554863725813456870525101910011002135418 087146+0707210642a0659 
24211.848600   -0.00943	5220160415202158988685525834659930720101910018001039999 087147+0677010642a0489 
24211.967410    0.05254	5220160415231304480546026009028850288101910021001763622 087121+0675110642a0584 
24211.980090    0.01990	5220160415233120039795326033703214772101910009001919313 087110+0675110642a0521 
24214.766410   -0.03549	5220160418182338251565926562972110361301910043002772025 086896+0473810642a0673 
24214.782070   -0.07683	5220160418184610492053926546671858660301910047003166025 086917+0434310642a0665 
24214.800090   -0.00974	5220160418191207944534026530684505439301910037002407017 086920+0354710642a0665 
24215.024160   -0.00113	5220160419003447742959026624818068446301910060003068032 087094+0533510642a0679 
24223.052390    0.05301	5220160427011526809050226203053385166301910027003139030 086275+0375910642a0618 
24223.082220    0.05878	5220160427015823518935026173779843847301910018002442018 086270+0355710642a0797 
24223.093000    0.04301	5220160427021355415255426165390811907301910034003207031 086250+0385310642a0637 
24226.170990    0.04526	5220160430040613264001225178323553655301910012003409205 087327+0328010642a0414 
24226.180600    0.06612	5220160430042004248389125187950610240401910017001238601 087311+0308010642a0479 
24226.187760    0.01807	5220160430043022595146225160327174981301910012003047032 087316+0298110642a0606 
24242.934180    0.01770	5220160516222512977308826639784666369101910010001354229 087310+0717310642a0415 
24242.966820    0.00408	5220160516231213190459126685220481877101910009000999262 087311+0637510642a0622 
24243.771450    0.04993	5220160517183053359462326695118598787301910043002825025 087453+0857110642a0643 
24243.780380    0.01368	5220160517184344553816526687475157902301910050002419035 087450+0817210642a0630 
24243.793770    0.02635	5220160517190302122017926671258335608001910053001737057 087454+0767310642a0671 
24243.802390    0.08808	5220160517191526642289126665341918421201910040001871050 087455+0737310642a0664 
24243.810660   -0.00838	5220160517192721177457326679822599358401910027001743028 087459+0707110642a0649 
24243.819320    0.01426	5220160517193949446107926663803702308301910094002082077 087467+0707010642a0645 
24243.828170    0.03211	5220160517195234316130026654596401472001910049001394061 087470+0697410642a0638 
24243.836080    0.06334	5220160517200357377271026651858570548201910049001514059 087473+0737610642a0657 
24243.871860   -0.00595	5220160517205528452594226658599072550301910029002779020 087492+0737510642a0631 
24243.880350    0.02715	5220160517210741846686126660728232374301910030002436021 087478+0707710642a0614 
24243.890090    0.00480	5220160517212144102817726664189093127301910024002556017 087484+0717810642a0660 
24254.129300    0.09519	5220160528030611163085825154816243178301910033002908044 087453+1316310642a0677 
24254.137080    0.03245	5220160528031723699892525166904055917401910063001310999 087454+1316410642a0736 
24254.146350    0.05933	5220160528033044998454925139210740097301910062003022065 087448+1296510642a0821 
24271.776050    0.01470	5220160614183730872111826628384394020301910033002894045 086215+1475310642a0627 
24271.782350    0.02090	5220160614184635425472226626913035132301910029001722061 086209+1425310642a0624 
24271.898990    0.01796	5220160614213432963197926680270852718301910026002430021 086253+1164910642a0593 
24271.918570    0.00174	5220160614220244418907626735191913730101910006000618596 086259+1164910642a0450 
24294.574090    0.02120	5220160707134641623134125357831572352101910030001425121 087953+2266010642a0595 
24298.635230    0.04175	5220160711151443783071426515219911962301910017001305172 087671+2315610642a0665 
24298.643750    0.04243	5220160711152700428815126542433043247101910019001995161 087659+2285710642a0577 
24298.652980    0.01747	5220160711154017500311726502960625880301910026001535241 087655+2255810642a0623 
24298.662530    0.02995	5220160711155402888827126531136156759101910018001082252 087640+2235810642a0591 
24300.751660    0.03525	5220160713180223199467326619251818221301910027001968092 086757+1513510642a0676 
24300.758160    0.04563	5220160713181145300445726648345709027101910017001612561 086750+1463710642a0608 
24314.074250    0.00396	5220160727014655411781124340698961947301910038002208999 087751+1736810642a0603 
24314.080750    0.00471	5220160727015616917402124330602156637301910133002383999 087745+1716910642a0671 
24314.090260   -0.01176	5220160727020958595434924319151195008001910058001566999 087742+1717010642a0653 
24314.098750    0.04129	5220160727022212401075724303809213656201910083001501352 087739+1726910642a0664 
24314.106120    0.02167	5220160727023249011894824321074297737101910066001209330 087741+1746910642a0579 
24314.116960   -0.02930	5220160727024825387139724294306592979401910165000983999 087734+1736810642a0666 
24314.125750    0.04836	5220160727030105207026224269120673359301910029002340999 087735+1716810642a0598 
24314.133310    0.00665	5220160727031157634356124260444132708301910055002422999 087738+1696910642a0586 
24314.145760   -0.02464	5220160727032953424813424261782487324401910062001313999 087735+1666910642a0672 
24314.186490   -0.03844	5220160727042832821597624229600136745401910027001384377 087723+1617310642a0665 
24314.201880   -0.00029	5220160727045042290873524210332494130001910044001752114 087730+1627410642a0575 
24314.221850    0.03213	5220160727051927469191224200816665819201910019000945159 087734+1777210642a0656 
24314.235740    0.02239	5220160727053927881121124226715037369101910033001439066 087741+1866910642a0663 
24314.243570   -0.00950	5220160727055044091471124200048086245301910023001543204 087740+1926910642a0619 
24314.256330    0.02606	5220160727060906572209124201717952433301910030002222350 087740+1996610642a0600 
24314.263630   -0.00370	5220160727061937242464424218267736925401910035001047849 087740+2016410642a0636 
24314.331310    0.04478	5220160727075704898744624247273322817301910013001804112 087751+2205710642a0367 
24314.339380    0.01292	5220160727080842239003924270508416908401910053001500588 087745+2215710642a0614 
24314.348380    0.01382	5220160727082140336652524291969852036101910038001207151 087744+2225610642a0661 
24314.365880   -0.02102	5220160727084652293688724301812588700401910022001465134 087747+2225710642a0660 
24315.278250   -0.00532	5220160728064040777556124195499751455301910039001928477 087657+1915910642a0407 
24315.284030   -0.01846	5220160728064900082556424209826260265401910010000840352 087667+1915910642a0654 
24315.295280    0.01482	5220160728070512255406324225803706791101910016001454092 087666+1955910642a0614 
24315.305360   -0.00027	5220160728071943224022324201346621656301910046001786808 087670+1985810642a0567 
24315.325530   -0.01934	5220160728074845430086624224780106878401910073001008999 087683+2045110642a0665 
24315.335260    0.01860	5220160728080246740903224244538586101101910062001524282 087678+2075210642a0683 
24315.342710   -0.00637	5220160728081329837440724236365314753401910136001358999 087690+2085310642a0683 
24315.360700   -0.02000	5220160728083924282672224265133368776101910025001785129 087700+2145210642a0566 
24315.370110    0.02705	5220160728085257805496624246994658819301910036002720170 087700+2175410642a0576 
24315.382810   -0.00512	5220160728091114360451924274747418000401910032001224306 087705+2155710642a0547 
24316.256810   -0.00578	5220160729060947988848424249791951898301910056002001626 087651+1966210642a0948 
24316.269240   -0.03011	5220160729062742568441424256520041827401910140000997999 087659+2055810642a0651 
24316.276310   -0.00728	5220160729063753351768024270014042265101910068001360860 087663+2055810642a0801 
24316.286910    0.02911	5220160729065309261435924240603328067001910028002018549 087660+2045810642a0637 
24316.296480   -0.00130	5220160729070655831555424236677482847301910101002292999 087664+2075610642a0813 
24316.306540   -0.02088	5220160729072124642347724248812110113401910084001272999 087665+2115810642a0680 
24316.315610   -0.01797	5220160729073428634232824265131714564101910100001178999 087673+2145810642a0669 
24316.346180   -0.03070	5220160729081830156428224257310920890401910017001078360 087705+2046310642a0455 
24316.356410   -0.01061	5220160729083314059464624277932725372101910071001004931 087714+2036610642a0678 
24316.364220    0.05173	5220160729084428974927724255956137191201910013001371180 087721+2066410642a0336 
24316.377890    0.07032	5220160729090409702741224265347692629201910017002077144 087735+2086010642a0574 
24323.409300   -0.04435	5220160805094923094757925923121074268401910021001669083 087151+2093710642a0629 
24323.417220   -0.08337	5220160805100047962310725938132759215101910012002236027 087155+2103710642a0618 
24323.484610   -0.03118	5220160805113749918863225838745324058301910040002538023 087159+2303010642a0831 
24326.582160   -0.02386	5220160808135818606652426559041578769401910021001641071 088073+2373610642a0618 
24326.590450    0.07472	5220160808141015220023826573255582516101910012001802061 088067+2403510642a0607 
24326.803780    0.00539	5220160808191726215830326645395916594301910023000791999 087951+1864910642a0650 
24326.818880   -0.01009	5220160808193910920083426683086650824401910020001325338 087854+1885110642a0681 
24326.828330    0.04347	5220160808195247316280026717014289115101910011001081999 087946+1905410642a0444 
24329.819870   -0.07934	5220160811194036874348826537428838098301910010002905020 088019+1237910642a0767 
24329.839420    0.03237	5220160811200846087147126578857310357101910023001469804 088057+1198110642a0476 
24329.848070   -0.01865	5220160811202112914145026557224118615301910089002061175 088046+1158010642a0635 
24329.856390    0.02326	5220160811203312493563926592939714476101910046001457999 088047+1138110642a0685 
24330.827740    0.00539	5220160812195156539227426342660349132301910086002483048 088350+1406810642a0862 
24330.838580    0.04312	5220160812200733539232726373182469438101910058001495999 088364+1466610642a0645 
24330.847650   -0.01196	5220160812202036713272626349087295486301910033002640022 088372+1506410642a0610 
24330.856060   -0.00955	5220160812203243876717226370442489607401910027002175025 088384+1526310642a0544 
24330.875140    0.00561	5220160812210012229953226364514143730301910071002554068 088389+1506310642a0678 
24330.884750    0.03322	5220160812211402451210226398902763890101910073001542999 088386+1436410642a0673 
24330.891740   -0.00725	5220160812212406625234326394827117435401910049001834051 088380+1386710642a0657 
24330.901540   -0.00311	5220160812213813113425226370369653879201910022001395104 088389+1396910642a0539 
24330.907890    0.01341	5220160812214722046378026391990187349301910056002159078 088396+1446710642a0631 
24342.044010    0.02701	5220160824010322049125924236676592681301910013002497021 088314+1884710642a0361 
24342.055590    0.04908	5220160824012002748133724221893073122301910207002269451 088309+1805010642a0638 
24342.061730    0.04363	5220160824012853604791424214467924500301910066002333152 088303+1735310642a0665 
24342.073280    0.02082	5220160824014531172800024214063551116401910155000544999 088300+1715410642a0635 
24342.081110    0.02950	5220160824015647554870824195122147085001910136001539999 088286+1765210642a0681 
24342.087930    0.03183	5220160824020637031000724188205749604201910016001273084 088278+1715310642a0190 
24342.124910    0.03015	5220160824025952025917324157525628023301910143002295380 088261+1675510642a0668 
24342.134840    0.03999	5220160824031409824526824153879571378201910064001994126 088265+1705410642a0602 
24342.143340    0.04097	5220160824032624168987224177111597060101910026001585222 088255+1695410642a0176 
24342.151900   -0.00865	5220160824033844439564824174076280395101910014001919045 088250+1685510642a0607 
24342.158430    0.02984	5220160824034808558561824156495942308401910096001077999 088254+1715510642a0643 
24342.166820    0.02566	5220160824040013529168124170711709629101910033000932267 088252+1705410642a0331 
24342.202230    0.03901	5220160824045112332344024144074031424301910017001478169 088252+1685510642a0541 
24342.209790    0.01145	5220160824050206209707124146327951828301910039002296161 088260+1685510642a0632 
24342.218220    0.03901	5220160824051414032915024151785816554001910023001609978 088254+1705510642a0538 
24342.226400    0.02137	5220160824052601080686824166558558837401910483001037999 088259+1735410642a0644 
24342.233920    0.02155	5220160824053650465111524186213005875101910115000978600 088265+1745410642a0614 
24342.356140    0.02870	5220160824083250539049224315618779368401910048001270577 088276+2284110642a0638 
24342.364230    0.01834	5220160824084429144533624315900763792301910068002372133 088273+2304210642a0686 
24342.372240    0.00536	5220160824085601348613824357873740691101910032001725050 088277+2284310642a0651 
24342.387640    0.04486	5220160824091811726494824359571019977001910013002291062 088283+2264310642a0642 
24342.399410    0.02637	5220160824093509254422924391962386644401910020000973199 088325+2304110642a0622 
24342.413460    0.06817	5220160824095522944284324433000351868101910018002344016 088263+2324410642a0621 
24343.139430    0.04384	5220160825032046685264124292797920141301910132002376999 088045+1725810642a0561 
24343.148860    0.01955	5220160825033421154637024285858315128301910290002178999 088046+1735810642a0679 
