23851.655540   -0.00988	5120150421154358649911624624101455495301910020002670040 088076+1503610642a0738
23851.666250    0.04916	5120150421155923993516624669182799998101910014001615079 088070+1473810642a0534
23851.683600   -0.08615	5120150421162423228004624658988065026301910016003366035 088065+1474310642a0651
23853.709800    0.00949	5120150423170206732350725413782072632301910022002631021 087207+1107510642a0549
23853.722610    0.03666	5120150423172033356925625426134191336301910041002578133 087205+1107510642a0626
23853.730420    0.06321	5120150423173147946874125467239624467101910043001124288 087201+1127310642a0666
23853.740660    0.01546	5120150423174632835299525455629632517401910059001509249 087201+1107210642a0681
23853.757790    0.01266	5120150423181112747599725468441477469301910032003864039 087209+0997510642a0596
23853.785660    0.08307	5120150423185121004922125542510966108101910038001569376 087216+0868110642a0994
23853.799310    0.13986	5120150423191100443264225532602592751301910010002306030 087228+0838010642a0770
23853.828880    0.09863	5120150423195335329221425586068319745301910016002301031 087236+0818110642a0742
23853.864160    0.02455	5120150423204423696897925665742717216401910039001406226 087234+0887510642a0580
23853.873880    0.08404	5120150423205823316034825708667011377101910021001623181 087232+0877410642a0634
23854.546670    0.09129	5120150424130712083397525823172617464301910019003067033 087294+1257610642a0472
23854.806160    0.00475	5120150424192052369731525868884734662401910046001773212 087319+0868610642a0717
23854.817240   -0.00782	5120150424193649804985825885506725404401910022001644135 087327+0848710642a0612
23858.668930   -0.01413	5120150428160315810817826698749282196301910042003164035 086683+1167610642a0695
23858.695580    0.03220	5120150428164138040319226662160687285301910047002801048 086740+1166710642a0603
23858.736010    0.00386	5120150428173951298944926617797309440301910060002722056 086783+1195410642a0544
23858.751440    0.00982	5120150428180204777910626604942013489301910055002676054 086804+1115810642a0402
23858.761140    0.00321	5120150428181602582698126598116454630301910058002574034 086830+1085910642a0781
23858.768750    0.06775	5120150428182700097591926623451840537101910063001190224 086854+1045910642a0615
23858.779200   -0.04965	5120150428184202482093526600908922955401910024001931038 086871+1016010642a0622
23858.793320   -0.05830	5120150428190222627219526595620666166401910030002083031 086904+1015810642a0660
23858.800920    0.07990	5120150428191319838945926610615007114101910037001122999 086925+1005810642a0498
