date_julian,date_julian_year,residual_m,sigma_m,elongation_rad,cos_elong_rad,station,reflector,residual_corrected_m
2453918.50861145,2006.49865373,-0.051526043646,0.04,1.2510758497932042,0.3143012152003796,APO,5,-0.051526043646
2453919.49595835,2006.50135879,-0.0147355534956,15.84,1.4380598503830753,0.1323470395966885,APO,5,-0.0147355534956
2453919.5115694,2006.50140156,0.0125342867449,73.338,1.441023386201931,0.1294089958242973,APO,5,0.0125342867449
2453919.5205338,2006.50142612,0.0301363728121,73.344,1.4427253089754624,0.1277211973995289,APO,5,0.0301363728121
2453919.5251036,2006.50143864,-0.0198778846189,0.048,1.4435929465967323,0.1268606176683369,APO,5,-0.0198778846189
2453929.8411862,2006.52970188,0.0414871237353,73.412,3.667729888510907,-0.8647533852508934,APO,5,0.0414871237353
2453929.8456392,2006.52971408,0.0372389814928,15.95,3.668794665236147,-0.864218167726835,APO,5,0.0372389814928
2453929.85928655,2006.52975147,0.0279863140658,73.419,3.672057924853672,-0.8625717669975599,APO,5,0.0279863140658
2453959.8423393,2006.61189682,0.0382317564562,72.973,3.8468045457243902,-0.7614742213941348,APO,5,0.0382317564562
2453959.85020505,2006.61191837,0.0467359087542,72.979,3.8487034723009614,-0.7602419741442975,APO,5,0.0467359087542
2453959.8563918,2006.61193532,0.0374537966326,72.979,3.85019688920964,-0.7592709433501376,APO,5,0.0374537966326
2453959.863794,2006.6119556,0.0266000292376,72.981,3.851983505138822,-0.7581070478323317,APO,5,0.0266000292376
2454012.5822551,2006.75638974,-0.0180384852811,13.849,2.3925612400524994,-0.7323487516255113,APO,5,-0.0180384852811
2454012.59017925,2006.75641145,-0.0226423480436,13.945,2.3944580095901777,-0.7336390002346161,APO,5,-0.0226423480436
2454012.59613605,2006.75642777,-0.0188967921659,14.142,2.395884108255945,-0.7346073441382891,APO,5,-0.0188967921659
2454018.82797815,2006.77350131,0.000761654146037,72.716,3.912485942471791,-0.7172885333908284,APO,5,0.000761654146037
2454018.8337634,2006.77351716,-0.0207900741026,0.038,3.91382512779512,-0.7163547779267205,APO,5,-0.0207900741026
2454018.84145395,2006.77353823,-0.0300297477171,0.017,3.915604951226536,-0.7151117966859708,APO,5,-0.0300297477171
2454018.8490861,2006.77355914,0.000341441400371,72.717,3.9173708009789,-0.7138763355780037,APO,5,0.000341441400371
2454047.6414614,2006.85244236,-0.0522752740308,0.013,3.7523340894365553,-0.8192230481226733,APO,5,-0.0522752740308
2454051.82696385,2006.86390949,-0.0568480231687,0.018,4.631727144357676,-0.0805743956996371,APO,5,-0.0568480231687
2454051.83187675,2006.86392295,-0.0114038922712,2.869,4.632690099468583,-0.0796145343340432,APO,5,-0.0114038922712
2454051.84321365,2006.86395401,-0.00280496858803,2.969,4.634911727621959,-0.0773997635872786,APO,5,-0.00280496858803
2454068.2927088,2006.90902112,-0.027701113455,0.066,1.6891149531106937,-0.1180427565474494,APO,5,-0.027701113455
2454068.29901235,2006.90903839,-0.0300234296247,0.033,1.6905497309623891,-0.1194673811795016,APO,5,-0.0300234296247
2454068.30583785,2006.90905709,-0.0762526729032,0.063,1.6921034605385774,-0.1210098383182689,APO,5,-0.0762526729032
2454068.31231295,2006.90907483,0.000883366830669,0.039,1.6935775689445816,-0.1224729819485942,APO,5,0.000883366830669
2454068.32070065,2006.90909781,-0.0259338357374,0.052,1.695487302488888,-0.1243681142415984,APO,5,-0.0259338357374
2454068.32573035,2006.90911159,-0.0318596103117,0.052,1.6966325893771763,-0.1255044274771397,APO,5,-0.0318596103117
2454070.30383325,2006.91453105,0.0177482626513,72.497,2.1532252276360566,-0.5500540030791172,APO,5,0.0177482626513
2454070.31192895,2006.91455323,-0.00688538336007,0.038,2.155116809650755,-0.5516327332309408,APO,5,-0.00688538336007
2454070.31938955,2006.91457367,-0.0119268634245,72.505,2.156860138300035,-0.5530859822112938,APO,5,-0.0119268634245
2454070.326445,2006.914593,-0.00456962370125,0.027,2.158508917511104,-0.5544588676397094,APO,5,-0.00456962370125
2454072.5296215,2006.9206291,-0.0216607787534,72.858,2.677014630942673,-0.8940107102887133,APO,5,-0.0216607787534
2454072.53447965,2006.92064241,-0.013284895651,0.005,2.6781601317819783,-0.8945233602268786,APO,5,-0.013284895651
2454072.54211545,2006.92066333,-0.00750777506081,0.005,2.6799605318377746,-0.8953267270234198,APO,5,-0.00750777506081
2454072.55021115,2006.92068551,-0.0179464557096,0.005,2.681869313019604,-0.896175285661971,APO,5,-0.0179464557096
2454072.55547445,2006.92069993,-0.0282555558607,0.005,2.6831102473930133,-0.8967251983179945,APO,5,-0.0282555558607
2454074.5965508,2006.92629192,-0.0119809844419,73.069,3.1596644779564698,-0.999836709026214,APO,5,-0.0119809844419
2454074.60366465,2006.92631141,-0.0120229461118,73.077,3.161299468776705,-0.9998058270017788,APO,5,-0.0120229461118
2454074.6121655,2006.9263347,0.00477197385581,0.014,3.1632529162421665,-0.9997654256823406,APO,5,0.00477197385581
2454082.80157925,2006.94877145,0.0173437855318,0.044,4.8433245416017385,0.1305617526036861,APO,5,0.0173437855318
2454082.80557235,2006.94878239,0.0125303528384,72.788,4.844075142725361,0.1313058918668762,APO,5,0.0125303528384
2454082.8167888,2006.94881312,0.0234645865038,0.144,4.8461835126865065,0.1333957139596896,APO,5,0.0234645865038
2454082.8318852,2006.94885448,0.0257615110949,0.046,4.849021118694987,0.1362074190478154,APO,5,0.0257615110949
2454082.8376668,2006.94887032,0.0190375111178,72.792,4.850107837242597,0.1372839291101962,APO,5,0.0190375111178
2454084.8282016,2006.95432384,-0.0132455565855,3.939,5.225567120898534,0.4909484814576658,APO,5,-0.0132455565855
2454096.2692069,2006.98566906,-0.00736889623848,4.727,1.3776600450279304,0.1919378030730127,APO,5,-0.00736889623848
2454096.28488,2006.985712,-0.0114431121275,4.727,1.3812252281369837,0.1884376946841395,APO,5,-0.0114431121275
2454096.29650525,2006.98574385,-0.0194841363355,72.8,1.383869749427765,0.1858398937132617,APO,5,-0.0194841363355
2454096.30766695,2006.98577443,-0.00247785829751,4.827,1.386408908766442,0.1833443700258046,APO,5,-0.00247785829751
2454096.31281345,2006.98578853,-0.00628242277352,4.828,1.3875797073932992,0.1821932925024303,APO,5,-0.00628242277352
2454109.79235105,2007.02271877,0.0269079468325,2.53,4.290383397954814,-0.4095909068879265,APO,5,0.0269079468325
2454109.8027061,2007.02274714,0.0450644753054,2.63,4.292345260883806,-0.4078003724625947,APO,5,0.0450644753054
2454109.8114369,2007.02277106,0.0189813635424,3.129,4.293999224288633,-0.4062896291571041,APO,5,0.0189813635424
2454109.8182624,2007.02278976,0.0129409096316,0.045,4.29529214002591,-0.4051078954530825,APO,5,0.0129409096316
2454126.26556025,2007.06785085,0.0257412455157,72.572,1.526547653789594,0.0442342350070084,APO,5,0.0257412455157
2454126.2797295502,2007.06788967,0.0298213026598,0.005,1.5297741608608746,0.0410106614281892,APO,5,0.0298213026598
2454129.48037075,2007.07665855,-0.00644752763955,0.021,2.244296857055854,-0.6237259682056991,APO,5,-0.00644752763955
2454136.7775748502,2007.09665089,0.0203278324679,0.018,3.738224619265382,-0.8272326653887582,APO,5,0.0203278324679
2454138.76290475,2007.10209015,-0.000848148100057,4.635,4.114528315246786,-0.5628755133737098,APO,5,-0.000848148100057
2454138.7772456,2007.10212944,0.00776043153556,4.136,4.117229105575618,-0.5606411474180265,APO,5,0.00776043153556
2454138.788984,2007.1021616,0.0329699776247,72.869,4.119439716553167,-0.5588092629950372,APO,5,0.0329699776247
2454141.7658218,2007.11031732,-0.00160727285592,4.342,4.684252226993394,-0.0281330410020066,APO,5,-0.00160727285592
2454141.7764068,2007.11034632,0.0152853987292,0.027,4.686298005425803,-0.0260880148690526,APO,5,0.0152853987292
2454152.27505875,2007.13910975,0.00302579618248,0.005,0.7458738339652564,0.7344951870099508,APO,5,0.00302579618248
2454152.2865672,2007.13914128,0.00920500970634,0.041,0.7486299008468,0.7326220945168237,APO,5,0.00920500970634
2454152.297269,2007.1391706,-0.00288781904427,0.005,0.7511924501089942,0.7308755286449943,APO,5,-0.00288781904427
2454154.2808030997,2007.14460494,0.0125974676684,5.232,1.2186775212524097,0.3448873843850631,APO,5,0.0125974676684
2454154.3075795,2007.1446783,-0.00785324358193,4.335,1.2248665892401416,0.3390714841412752,APO,5,-0.00785324358193
2454156.4508449,2007.15055026,-0.00406656049935,0.04,1.7079187548981514,-0.1366931231168202,APO,5,-0.00406656049935
2454156.4635688,2007.15058512,-0.0103664138242,0.005,1.7107126163346145,-0.1394602227185915,APO,5,-0.0103664138242
2454156.4732267,2007.15061158,-0.00620064520089,0.015,1.7128326821472202,-0.1415592555698513,APO,5,-0.00620064520089
2454156.4827678,2007.15063772,-0.012672279112,0.022,1.7149266205988385,-0.1436317957554124,APO,5,-0.012672279112
2454156.4926593,2007.15066482,-0.00204584383217,0.029,1.7170969479689742,-0.1457792794679399,APO,5,-0.00204584383217
2454158.44999735,2007.15602739,0.00137319780143,72.173,2.1367208206478585,-0.5361964040623737,APO,5,0.00137319780143
2454169.72740235,2007.18692439,-0.0441406705305,6.236,4.330767811072677,-0.3724255039372481,APO,5,-0.0441406705305
2454186.28105025,2007.23227685,0.00981369233879,7.334,1.786669250242945,-0.2142001725102987,APO,5,0.00981369233879
2454186.2896679,2007.23230046,-0.00693115972725,7.234,1.788466191497983,-0.2159550596038537,APO,5,-0.00693115972725
2454186.29371575,2007.23231155,-0.0202940442487,0.084,1.7893100868609582,-0.2167789648295586,APO,5,-0.0202940442487
2454186.2976468,2007.23232232,-0.0267712809965,72.588,1.7901295359056015,-0.2175788550874443,APO,5,-0.0267712809965
2454188.4573956,2007.23823944,0.00237586713584,72.002,2.227770797493521,-0.6107239047948472,APO,5,0.00237586713584
