date_julian,date_julian_year,residual_m,sigma_m,elongation_rad,cos_elong_rad,station,reflector
2453832.7025098,2006.26356852,-0.0304449796677,0.031601798760565084,1.9010119004451043,-0.3242469626650706,APO,5
2453832.70667445,2006.26357993,-0.0745670795441,0.031601798760565084,1.901808669732414,-0.3250005814705205,APO,5
2453833.58327305,2006.26598157,-0.0164366700575,0.031601798760565084,2.0687243513363733,-0.4776061812678986,APO,5
2453833.5865106,2006.26599044,-0.0468286015913,0.031601798760565084,2.0693384578833594,-0.47814562924206006,APO,5
2453890.5038368,2006.42192832,-0.0441350676939,0.031601798760565084,1.5785130806644017,-0.007716677283149825,APO,5
2453890.5096768,2006.42194432,-0.020309779875,0.031601798760565084,1.5796187284580798,-0.008822287215359596,APO,5
2453890.51823605,2006.42196777,-0.0174931027815,0.031601798760565084,1.581239188365036,-0.010442671766321231,APO,5
2453890.52540465,2006.42198741,-0.0176985003873,0.031601798760565084,1.5825963626998698,-0.011799762065713298,APO,5
2453890.5324601,2006.42200674,-0.0544374921247,0.031601798760565084,1.5839321122623844,-0.013135407709945935,APO,5
2453890.5385921,2006.42202354,0.0177027247027,0.031601798760565084,1.5850930306536921,-0.014296216832875772,APO,5
2453893.48553275,2006.43009735,-0.011433456175,0.031601798760565084,2.1486915670419746,-0.546262171295085,APO,5
2453893.4991217,2006.43013458,-0.0242075660154,0.031601798760565084,2.151342005647354,-0.5484802951568665,APO,5
2453893.5073342,2006.43015708,-0.0211078860685,0.031601798760565084,2.1529441299130516,-0.5498192284656302,APO,5
2453893.5138093,2006.43017482,-0.0225488879606,0.031601798760565084,2.1542074905058017,-0.5508740538847084,APO,5
2453893.5450971,2006.43026054,-0.0185169913694,0.031601798760565084,2.1603142500448826,-0.5559603810976731,APO,5
2453904.82949915,2006.46117671,-0.0107464530393,0.031601798760565084,1.6306011396692375,-0.05976916944420561,APO,5
2453904.8340653,2006.46118922,-0.0157049634382,0.031601798760565084,1.6295514060271534,-0.058721279750963244,APO,5
2453904.8426245498,2006.46121267,-0.0433299281522,0.031601798760565084,1.627583753678079,-0.05675691034289339,APO,5
2453904.85956785,2006.46125909,-0.0028989055082,0.031601798760565084,1.6236890101133254,-0.052868024355976435,APO,5
